,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,gender
682,0,15.0,3,3,1478.0,1,2,4.0,1,0,3.0,3,33.0,2,1,2.0,2,1.0,0,1,1,0
683,0,24.0,4,3,5103.0,1,1,3.0,1,0,3.0,0,47.0,0,2,3.0,2,1.0,1,1,1,0
684,2,36.0,3,9,9857.0,2,3,1.0,0,0,3.0,1,31.0,0,1,2.0,1,2.0,1,1,1,0
685,0,60.0,2,0,6527.0,0,2,4.0,0,0,4.0,0,34.0,0,2,1.0,2,2.0,1,1,1,0
686,3,10.0,4,3,1347.0,0,3,4.0,0,0,2.0,1,27.0,0,1,2.0,2,1.0,1,1,1,0
687,2,36.0,3,0,2862.0,2,4,4.0,0,0,3.0,0,30.0,0,2,1.0,2,1.0,0,1,1,0
688,0,9.0,2,3,2753.0,2,4,3.0,0,1,4.0,2,35.0,0,1,1.0,2,1.0,1,1,1,0
689,1,12.0,2,0,3651.0,4,2,1.0,0,0,3.0,1,31.0,0,1,1.0,2,2.0,0,1,1,0
690,1,15.0,4,2,975.0,1,2,2.0,2,0,3.0,1,25.0,0,1,2.0,2,1.0,0,1,1,0
691,2,15.0,2,5,2631.0,2,2,3.0,4,0,2.0,3,25.0,0,1,1.0,1,1.0,0,1,1,1
692,2,24.0,2,3,2896.0,2,1,2.0,0,0,1.0,2,29.0,0,1,1.0,2,1.0,0,1,1,0
693,1,6.0,4,0,4716.0,0,1,1.0,0,0,3.0,3,44.0,0,1,2.0,1,2.0,0,1,1,0
694,0,24.0,2,3,2284.0,1,3,4.0,0,0,2.0,2,28.0,0,1,1.0,2,1.0,1,1,1,0
695,0,6.0,2,1,1236.0,3,2,2.0,0,0,4.0,1,50.0,0,0,1.0,2,1.0,0,1,1,0
696,2,12.0,2,3,1103.0,1,3,4.0,0,2,3.0,3,29.0,0,1,2.0,2,1.0,0,0,1,0
697,0,12.0,4,0,926.0,1,0,1.0,4,0,2.0,1,38.0,0,1,1.0,0,1.0,0,1,1,1
698,0,18.0,4,3,1800.0,1,2,4.0,0,0,2.0,2,24.0,0,1,2.0,2,1.0,0,1,1,0
699,3,15.0,2,6,1905.0,1,4,4.0,0,0,4.0,2,40.0,0,0,1.0,3,1.0,1,1,1,0
700,0,12.0,2,2,1123.0,3,2,4.0,4,0,4.0,2,29.0,0,0,1.0,1,1.0,0,1,0,1
701,1,48.0,4,1,6331.0,1,4,4.0,0,0,4.0,0,46.0,0,2,2.0,2,1.0,1,1,0,0
702,3,24.0,2,3,1377.0,2,4,4.0,4,0,2.0,0,47.0,0,2,1.0,2,1.0,1,1,1,1
703,2,30.0,3,9,2503.0,2,4,4.0,0,0,2.0,1,41.0,1,1,2.0,2,1.0,0,1,1,0
704,2,27.0,2,9,2528.0,1,1,4.0,4,0,1.0,1,32.0,0,1,1.0,2,2.0,1,1,1,1
705,0,15.0,2,0,5324.0,3,4,1.0,4,0,4.0,0,35.0,0,2,1.0,2,1.0,0,1,1,1
706,2,48.0,2,0,6560.0,2,3,3.0,0,0,2.0,1,24.0,0,1,1.0,2,1.0,0,1,0,0
707,2,12.0,0,2,2969.0,1,1,4.0,4,0,3.0,1,25.0,0,0,2.0,2,1.0,0,1,0,1
708,2,9.0,2,3,1206.0,1,4,4.0,4,0,4.0,3,25.0,0,1,1.0,2,1.0,0,1,1,1
709,2,9.0,2,3,2118.0,1,2,2.0,0,0,2.0,3,37.0,0,1,1.0,1,2.0,0,1,1,0
710,0,18.0,4,3,629.0,3,4,4.0,0,0,3.0,1,32.0,2,1,2.0,3,1.0,1,1,1,0
711,1,6.0,1,6,1198.0,1,4,4.0,4,0,4.0,0,35.0,0,2,1.0,2,1.0,0,1,0,1
712,0,21.0,2,1,2476.0,0,4,4.0,0,0,4.0,3,46.0,0,1,1.0,3,1.0,1,1,1,0
713,1,9.0,4,3,1138.0,1,2,4.0,0,0,4.0,3,25.0,0,1,2.0,1,1.0,0,1,1,0
714,2,60.0,2,0,14027.0,1,3,4.0,0,0,2.0,0,27.0,0,1,1.0,3,1.0,1,1,0,0
715,0,30.0,4,1,7596.0,0,4,1.0,0,0,4.0,2,63.0,0,1,2.0,2,1.0,0,1,1,0
716,0,30.0,4,3,3077.0,0,4,3.0,0,0,2.0,2,40.0,0,1,2.0,2,2.0,1,1,1,0
717,0,18.0,2,3,1505.0,1,2,4.0,0,0,2.0,0,32.0,0,2,1.0,3,1.0,1,1,1,0
718,3,24.0,4,3,3148.0,0,2,3.0,0,0,2.0,2,31.0,0,1,2.0,2,1.0,1,1,1,0
719,2,20.0,0,1,6148.0,2,4,3.0,1,0,4.0,2,31.0,2,1,2.0,2,1.0,1,1,1,0
720,3,9.0,0,3,1337.0,1,1,4.0,0,0,2.0,2,34.0,0,1,2.0,3,1.0,1,1,0,0
721,2,6.0,1,6,433.0,4,1,4.0,4,0,2.0,1,24.0,2,0,1.0,2,2.0,0,1,0,1
722,1,12.0,2,0,1228.0,1,2,4.0,4,0,2.0,3,24.0,0,1,1.0,1,1.0,0,1,0,1
723,2,9.0,2,3,790.0,3,2,4.0,4,0,3.0,3,66.0,0,1,1.0,1,1.0,0,1,1,1
724,0,27.0,2,0,2570.0,1,2,3.0,4,0,3.0,3,21.0,0,0,1.0,2,1.0,0,1,0,1
725,0,6.0,4,0,250.0,4,2,2.0,4,0,2.0,3,41.0,2,1,2.0,1,1.0,0,1,1,1
726,0,15.0,4,3,1316.0,3,2,2.0,1,0,2.0,1,47.0,0,1,2.0,1,1.0,0,1,1,0
727,1,18.0,2,3,1882.0,1,2,4.0,4,0,4.0,2,25.0,2,0,2.0,2,1.0,0,1,0,1
728,2,48.0,1,9,6416.0,1,4,4.0,4,0,3.0,0,59.0,0,0,1.0,2,1.0,0,1,0,1
729,3,24.0,4,9,1275.0,4,2,2.0,2,0,4.0,3,36.0,0,1,2.0,2,1.0,1,1,1,0
730,2,24.0,3,3,6403.0,1,1,1.0,0,0,2.0,2,33.0,0,1,1.0,2,1.0,0,1,1,0
731,1,24.0,2,3,1987.0,1,2,2.0,0,0,4.0,3,21.0,0,0,1.0,1,2.0,0,1,0,0
732,2,8.0,2,3,760.0,1,3,4.0,4,2,2.0,3,44.0,0,1,1.0,1,1.0,0,1,1,1
733,0,24.0,2,1,2603.0,4,2,2.0,4,0,4.0,2,28.0,0,0,1.0,2,1.0,1,1,1,1
734,0,4.0,4,0,3380.0,1,3,1.0,4,0,1.0,3,37.0,0,1,1.0,2,2.0,0,1,1,1
735,2,36.0,1,4,3990.0,0,1,3.0,4,0,2.0,0,29.0,2,1,1.0,0,1.0,0,1,1,1
736,2,24.0,2,1,11560.0,1,2,1.0,4,0,4.0,2,23.0,0,0,2.0,3,1.0,0,1,0,1
737,1,18.0,2,0,4380.0,2,2,3.0,0,0,4.0,2,35.0,0,1,1.0,1,2.0,1,1,1,0
738,0,6.0,4,0,6761.0,1,3,1.0,0,0,3.0,0,45.0,0,1,2.0,3,2.0,1,1,1,0
739,2,30.0,0,9,4280.0,2,2,4.0,4,0,4.0,2,26.0,0,0,2.0,1,1.0,0,1,0,1
740,1,24.0,1,0,2325.0,2,3,2.0,0,0,3.0,2,32.0,2,1,1.0,2,1.0,0,1,1,0
741,2,10.0,1,3,1048.0,1,2,4.0,0,0,4.0,3,23.0,1,1,1.0,1,1.0,0,1,1,0
742,0,21.0,2,3,3160.0,0,4,4.0,0,0,3.0,1,41.0,0,1,1.0,2,1.0,1,1,1,0
743,1,24.0,1,2,2483.0,3,2,4.0,0,0,4.0,3,22.0,1,1,1.0,2,1.0,1,1,1,0
744,1,39.0,4,2,14179.0,0,3,4.0,0,0,4.0,1,30.0,0,1,2.0,3,1.0,1,1,1,0
745,1,13.0,4,9,1797.0,1,1,3.0,0,0,1.0,1,28.0,2,1,2.0,1,1.0,0,1,1,0
746,1,15.0,2,0,2511.0,1,0,1.0,4,0,4.0,2,23.0,0,0,1.0,2,1.0,0,1,1,1
747,1,12.0,2,0,1274.0,1,1,3.0,4,0,1.0,3,37.0,0,1,1.0,1,1.0,0,1,0,1
748,0,21.0,2,1,5248.0,0,2,1.0,0,0,3.0,2,26.0,0,1,1.0,2,1.0,0,1,1,0
749,0,15.0,2,1,3029.0,1,3,2.0,0,0,2.0,2,33.0,0,1,1.0,2,1.0,0,1,1,0
750,1,6.0,2,2,428.0,1,4,2.0,4,0,1.0,1,49.0,2,1,1.0,2,1.0,1,1,1,1
751,1,18.0,2,0,976.0,1,1,1.0,4,0,2.0,2,23.0,0,1,1.0,1,1.0,0,1,0,1
752,2,12.0,2,9,841.0,2,3,2.0,4,0,4.0,3,23.0,0,0,1.0,1,1.0,0,1,1,1
753,0,30.0,4,3,5771.0,1,3,4.0,4,0,2.0,2,25.0,0,1,2.0,2,1.0,0,1,1,1
754,0,12.0,3,5,1555.0,4,4,4.0,0,0,4.0,0,55.0,0,2,2.0,2,2.0,0,1,0,0
755,1,24.0,2,0,1285.0,0,3,4.0,4,0,4.0,0,32.0,0,0,1.0,2,1.0,0,1,0,1
756,3,6.0,4,0,1299.0,1,2,1.0,0,0,1.0,3,74.0,0,1,3.0,0,2.0,0,0,1,0
757,3,15.0,4,3,1271.0,0,2,3.0,0,0,4.0,0,39.0,0,2,2.0,2,1.0,1,1,0,0
758,0,24.0,2,0,1393.0,1,2,2.0,0,2,2.0,3,31.0,0,1,1.0,2,1.0,1,1,1,0
759,1,12.0,4,0,691.0,1,4,4.0,0,0,3.0,1,35.0,0,1,2.0,2,1.0,0,1,0,0
760,0,15.0,4,0,5045.0,0,4,1.0,4,0,4.0,2,59.0,0,1,1.0,2,1.0,1,1,1,1
761,1,18.0,4,2,2124.0,1,2,4.0,4,0,4.0,3,24.0,0,0,2.0,2,1.0,0,1,0,1
762,1,12.0,2,3,2214.0,1,2,4.0,0,0,3.0,1,24.0,0,1,1.0,1,1.0,0,1,1,0
763,0,21.0,4,0,12680.0,0,4,4.0,0,0,4.0,0,30.0,0,2,1.0,3,1.0,1,1,0,0
764,0,24.0,4,0,2463.0,2,3,4.0,1,0,3.0,1,27.0,0,1,2.0,2,1.0,1,1,1,0
765,2,12.0,2,3,1155.0,1,4,3.0,1,2,3.0,3,40.0,2,1,2.0,1,1.0,0,1,1,0
766,1,30.0,2,2,3108.0,1,1,2.0,2,0,4.0,1,31.0,0,1,1.0,1,1.0,0,1,0,0
767,0,10.0,2,1,2901.0,0,1,1.0,4,0,4.0,3,31.0,0,0,1.0,2,1.0,0,1,1,1
768,2,12.0,4,2,3617.0,1,4,1.0,0,0,4.0,2,28.0,0,0,3.0,2,1.0,1,1,1,0
769,0,12.0,4,3,1655.0,1,4,2.0,0,0,4.0,3,63.0,0,1,2.0,1,1.0,1,1,1,0
770,1,24.0,2,1,2812.0,0,4,2.0,4,0,4.0,3,26.0,0,0,1.0,2,1.0,0,1,1,1
771,1,36.0,4,6,8065.0,1,2,3.0,4,0,2.0,0,25.0,0,1,2.0,3,1.0,1,1,0,1
772,0,21.0,4,1,3275.0,1,4,1.0,0,0,4.0,2,36.0,0,1,1.0,3,1.0,1,1,1,0
773,0,24.0,4,3,2223.0,2,4,4.0,0,0,4.0,1,52.0,2,1,2.0,2,1.0,0,1,1,0
774,3,12.0,4,0,1480.0,3,0,2.0,0,0,4.0,0,66.0,2,2,3.0,0,1.0,0,1,1,0
775,1,24.0,2,0,1371.0,0,2,4.0,4,0,4.0,3,25.0,0,0,1.0,2,1.0,0,1,0,1
776,0,36.0,4,0,3535.0,1,3,4.0,0,0,4.0,2,37.0,0,1,2.0,2,1.0,1,1,1,0
777,1,18.0,2,3,3509.0,1,3,4.0,4,2,1.0,3,25.0,0,1,1.0,2,1.0,0,1,1,1
778,0,36.0,4,1,5711.0,4,4,4.0,0,0,2.0,2,38.0,0,1,2.0,3,1.0,1,1,1,0
779,2,18.0,2,5,3872.0,1,0,2.0,4,0,4.0,2,67.0,0,1,1.0,2,1.0,1,1,1,1
780,2,39.0,4,3,4933.0,1,3,2.0,0,2,2.0,3,25.0,0,1,2.0,2,1.0,0,1,0,0
781,0,24.0,4,0,1940.0,4,4,4.0,0,0,4.0,3,60.0,0,1,1.0,2,1.0,1,1,1,0
782,2,12.0,0,8,1410.0,1,2,2.0,0,0,2.0,3,31.0,0,1,1.0,1,1.0,1,1,1,0
783,2,12.0,2,0,836.0,2,1,4.0,4,0,2.0,1,23.0,2,1,1.0,1,1.0,0,1,0,1
784,2,20.0,2,1,6468.0,0,0,1.0,2,0,4.0,3,60.0,0,1,1.0,3,1.0,1,1,1,0
785,2,18.0,2,9,1941.0,4,2,4.0,0,0,2.0,1,35.0,0,1,1.0,1,1.0,1,1,1,0
786,0,22.0,2,3,2675.0,3,4,3.0,0,0,4.0,2,40.0,0,1,1.0,2,1.0,0,1,1,0
787,0,48.0,4,1,2751.0,0,4,4.0,0,0,3.0,2,38.0,0,1,2.0,2,2.0,1,1,1,0
788,2,48.0,3,6,6224.0,1,4,4.0,0,0,4.0,0,50.0,0,2,1.0,2,1.0,0,1,0,0
789,1,40.0,4,6,5998.0,1,2,4.0,0,0,3.0,0,27.0,2,1,1.0,2,1.0,1,1,0,0
790,2,21.0,2,9,1188.0,1,4,2.0,4,0,4.0,1,39.0,0,1,1.0,2,2.0,0,1,0,1
791,0,24.0,2,1,6313.0,0,4,3.0,0,0,4.0,2,41.0,0,1,1.0,3,2.0,1,1,1,0
792,0,6.0,4,2,1221.0,0,2,1.0,1,0,2.0,1,27.0,0,1,2.0,2,1.0,0,1,1,0
793,3,24.0,2,2,2892.0,1,4,3.0,2,0,4.0,0,51.0,0,2,1.0,2,1.0,0,1,1,0
794,0,24.0,2,2,3062.0,3,4,4.0,0,0,3.0,0,32.0,0,0,1.0,2,1.0,1,1,1,0
795,0,9.0,2,2,2301.0,2,1,2.0,4,0,4.0,1,22.0,0,0,1.0,2,1.0,0,1,1,1
796,1,18.0,2,1,7511.0,0,4,1.0,0,0,4.0,1,51.0,0,2,1.0,2,2.0,1,1,0,0
797,0,12.0,4,2,1258.0,1,1,2.0,4,0,4.0,1,22.0,0,0,2.0,1,1.0,0,1,1,1
798,0,24.0,3,0,717.0,0,4,4.0,1,0,4.0,2,54.0,0,1,2.0,2,1.0,1,1,1,0
799,2,9.0,2,0,1549.0,0,1,4.0,0,0,2.0,3,35.0,0,1,1.0,0,1.0,0,1,1,0
800,0,24.0,4,6,1597.0,1,4,4.0,0,0,4.0,0,54.0,0,2,2.0,2,2.0,0,1,1,0
801,2,18.0,4,3,1795.0,1,4,3.0,4,2,4.0,3,48.0,2,0,2.0,1,1.0,1,1,1,1
802,1,20.0,4,2,4272.0,1,4,1.0,4,0,4.0,1,24.0,0,1,2.0,2,1.0,0,1,1,1
803,0,12.0,4,3,976.0,0,4,4.0,0,0,4.0,2,35.0,0,1,2.0,2,1.0,0,1,1,0
804,2,12.0,2,0,7472.0,0,0,1.0,4,0,2.0,3,24.0,0,0,1.0,0,1.0,0,1,1,1
805,1,36.0,2,0,9271.0,1,3,2.0,0,0,1.0,2,24.0,0,1,1.0,2,1.0,1,1,0,0
806,2,6.0,2,3,590.0,1,1,3.0,1,0,3.0,3,26.0,0,1,1.0,1,1.0,0,0,1,0
807,0,12.0,4,3,930.0,0,4,4.0,0,0,4.0,3,65.0,0,1,4.0,2,1.0,0,1,1,0
808,2,42.0,1,1,9283.0,1,0,1.0,0,0,2.0,0,55.0,2,2,1.0,3,1.0,1,1,1,0
809,2,15.0,0,0,1778.0,1,1,2.0,4,0,1.0,3,26.0,0,0,2.0,0,1.0,0,1,0,1
810,2,8.0,2,9,907.0,1,1,3.0,1,0,2.0,3,26.0,0,1,1.0,2,1.0,1,1,1,0
811,2,6.0,2,3,484.0,1,3,3.0,1,2,3.0,3,28.0,2,1,1.0,1,1.0,0,1,1,0
812,1,36.0,4,1,9629.0,1,3,4.0,0,0,4.0,2,24.0,0,1,2.0,2,1.0,1,1,0,0
813,1,48.0,2,4,3051.0,1,2,3.0,0,0,4.0,2,54.0,0,1,1.0,2,1.0,0,1,0,0
814,1,48.0,2,0,3931.0,1,3,4.0,0,0,4.0,0,46.0,0,2,1.0,2,2.0,0,1,0,0
815,2,36.0,3,0,7432.0,1,2,2.0,4,0,2.0,1,54.0,0,0,1.0,2,1.0,0,1,1,1
816,0,6.0,2,4,1338.0,3,2,1.0,2,0,4.0,3,62.0,0,1,1.0,2,1.0,0,1,1,0
817,0,6.0,4,3,1554.0,1,3,1.0,4,0,2.0,2,24.0,0,0,2.0,2,1.0,1,1,1,1
818,1,36.0,2,10,15857.0,1,0,2.0,2,1,3.0,2,43.0,0,1,1.0,3,1.0,0,1,1,0
819,1,18.0,2,3,1345.0,1,2,4.0,1,0,3.0,3,26.0,2,1,1.0,2,1.0,0,1,0,0
820,0,12.0,2,0,1101.0,1,2,3.0,1,0,2.0,3,27.0,0,1,2.0,2,1.0,1,1,1,0
821,3,12.0,2,3,3016.0,1,2,3.0,1,0,1.0,2,24.0,0,1,1.0,2,1.0,0,1,1,0
822,1,36.0,2,2,2712.0,1,4,2.0,0,0,2.0,1,41.0,2,1,1.0,2,2.0,0,1,0,0
823,1,8.0,4,0,731.0,1,4,4.0,0,0,4.0,3,47.0,0,1,2.0,1,1.0,0,1,1,0
824,0,18.0,4,2,3780.0,1,1,3.0,2,0,2.0,2,35.0,0,1,2.0,3,1.0,1,1,1,0
825,1,21.0,4,0,1602.0,1,4,4.0,1,0,3.0,2,30.0,0,1,2.0,2,1.0,1,1,1,0
826,1,18.0,4,0,3966.0,1,4,1.0,4,0,4.0,3,33.0,2,0,3.0,2,1.0,1,1,0,1
827,0,18.0,0,9,4165.0,1,2,2.0,0,0,2.0,2,36.0,1,1,2.0,2,2.0,0,1,0,0
828,1,36.0,2,1,8335.0,0,4,3.0,0,0,4.0,0,47.0,0,2,1.0,2,1.0,0,1,0,0
829,2,48.0,3,9,6681.0,0,2,4.0,0,0,4.0,0,38.0,0,2,1.0,2,2.0,1,1,1,0
830,0,24.0,3,9,2375.0,3,2,4.0,0,0,2.0,2,44.0,0,1,2.0,2,2.0,1,1,1,0
831,1,18.0,2,0,1216.0,1,1,4.0,4,0,3.0,2,23.0,0,0,1.0,2,1.0,1,1,0,1
832,1,45.0,0,9,11816.0,1,4,2.0,0,0,4.0,2,29.0,0,0,2.0,2,1.0,0,1,0,0
833,2,24.0,2,3,5084.0,0,4,2.0,4,0,4.0,2,42.0,0,1,1.0,2,1.0,1,1,1,1
834,3,15.0,2,3,2327.0,1,1,2.0,4,0,3.0,3,25.0,0,1,1.0,1,1.0,0,1,0,1
835,1,12.0,0,0,1082.0,1,2,4.0,0,0,4.0,2,48.0,2,1,2.0,2,1.0,0,1,0,0
836,0,12.0,2,3,886.0,0,2,4.0,4,0,2.0,2,21.0,0,1,1.0,2,1.0,0,1,1,1
837,0,4.0,2,2,601.0,1,1,1.0,4,0,3.0,3,23.0,0,0,1.0,1,2.0,0,1,1,1
838,1,24.0,4,1,2957.0,1,4,4.0,0,0,4.0,1,63.0,0,1,2.0,2,1.0,1,1,1,0
839,0,24.0,4,3,2611.0,1,4,4.0,1,1,3.0,3,46.0,0,1,2.0,2,1.0,0,1,1,0
840,1,36.0,2,2,5179.0,1,3,4.0,0,0,2.0,1,29.0,0,1,1.0,2,1.0,0,1,0,0
841,0,21.0,3,1,2993.0,1,2,3.0,0,0,2.0,3,28.0,1,1,2.0,1,1.0,0,1,1,0
842,0,18.0,2,5,1943.0,1,1,4.0,4,0,4.0,3,23.0,0,1,1.0,2,1.0,0,1,0,1
843,0,24.0,1,9,1559.0,1,3,4.0,0,0,4.0,2,50.0,2,1,1.0,2,1.0,1,1,1,0
844,0,18.0,2,2,3422.0,1,4,4.0,0,0,4.0,1,47.0,2,1,3.0,2,2.0,1,1,1,0
845,2,21.0,2,2,3976.0,0,3,2.0,0,0,3.0,2,35.0,0,1,1.0,2,1.0,1,1,1,0
846,0,18.0,2,0,6761.0,0,2,2.0,0,0,4.0,2,68.0,0,0,2.0,2,1.0,0,1,0,0
847,0,24.0,2,0,1249.0,1,1,4.0,1,0,2.0,3,28.0,0,1,1.0,2,1.0,0,1,1,0
848,1,9.0,2,3,1364.0,1,3,3.0,0,0,4.0,3,59.0,0,1,1.0,2,1.0,0,1,1,0
849,1,12.0,2,3,709.0,1,4,4.0,0,0,4.0,3,57.0,1,1,1.0,1,1.0,0,1,0,0
850,1,20.0,4,0,2235.0,1,2,4.0,1,2,2.0,1,33.0,2,0,2.0,2,1.0,0,0,0,0
851,0,24.0,4,1,4042.0,0,3,3.0,0,0,4.0,1,43.0,0,1,2.0,2,1.0,1,1,1,0
852,0,15.0,4,3,1471.0,1,2,4.0,0,0,4.0,0,35.0,0,2,2.0,2,1.0,1,1,1,0
853,1,18.0,1,0,1442.0,1,3,4.0,0,0,4.0,0,32.0,0,2,2.0,1,2.0,0,1,0,0
854,0,36.0,3,0,10875.0,1,4,2.0,0,0,2.0,2,45.0,0,1,2.0,2,2.0,1,1,1,0
855,0,24.0,2,0,1474.0,2,1,4.0,1,0,3.0,3,33.0,0,1,1.0,2,1.0,1,1,1,0
856,0,10.0,2,8,894.0,0,3,4.0,4,0,3.0,1,40.0,0,1,1.0,2,1.0,1,1,1,1
857,0,15.0,4,2,3343.0,1,2,4.0,0,0,2.0,0,28.0,0,2,1.0,2,1.0,1,1,1,0
858,1,15.0,2,0,3959.0,1,2,3.0,4,0,2.0,1,29.0,0,1,1.0,2,1.0,1,1,0,1
859,0,9.0,2,0,3577.0,2,2,1.0,0,2,2.0,3,26.0,0,0,1.0,2,2.0,0,0,1,0
860,0,24.0,4,1,5804.0,4,2,4.0,0,0,2.0,3,27.0,0,1,2.0,2,1.0,0,1,1,0
861,0,18.0,3,9,2169.0,1,2,4.0,1,0,2.0,2,28.0,0,1,1.0,2,1.0,1,1,0,0
862,1,24.0,2,3,2439.0,1,1,4.0,4,0,4.0,3,35.0,0,1,1.0,2,1.0,1,1,0,1
863,0,27.0,4,2,4526.0,4,1,4.0,0,0,2.0,3,32.0,1,1,2.0,1,2.0,1,1,1,0
864,0,10.0,2,2,2210.0,1,2,2.0,0,0,2.0,3,25.0,2,0,1.0,1,1.0,0,1,0,0
865,0,15.0,2,2,2221.0,3,2,2.0,4,0,4.0,2,20.0,0,0,1.0,2,1.0,0,1,1,1
866,1,18.0,2,3,2389.0,1,1,4.0,4,0,1.0,2,27.0,1,1,1.0,2,1.0,0,1,1,1
867,0,12.0,4,2,3331.0,1,4,2.0,0,0,4.0,1,42.0,1,1,1.0,2,1.0,0,1,1,0
868,0,36.0,2,9,7409.0,0,4,3.0,0,0,2.0,1,37.0,0,1,2.0,2,1.0,0,1,1,0
869,1,12.0,2,2,652.0,1,4,4.0,4,0,4.0,1,24.0,0,0,1.0,2,1.0,0,1,1,1
870,0,36.0,3,2,7678.0,3,3,2.0,4,0,4.0,2,40.0,0,1,2.0,2,1.0,1,1,1,1
871,3,6.0,4,0,1343.0,1,4,1.0,0,0,4.0,3,46.0,0,1,2.0,2,2.0,0,0,1,0
872,1,24.0,4,9,1382.0,2,3,4.0,0,0,1.0,3,26.0,0,1,2.0,2,1.0,1,1,1,0
873,0,15.0,2,4,874.0,0,1,4.0,4,0,1.0,3,24.0,0,1,1.0,2,1.0,0,1,1,1
874,1,12.0,2,2,3590.0,1,2,2.0,0,1,2.0,1,29.0,0,1,1.0,1,2.0,0,1,1,0
875,2,11.0,4,0,1322.0,4,2,4.0,4,0,4.0,2,40.0,0,1,2.0,2,1.0,0,1,1,1
876,1,18.0,1,3,1940.0,1,1,3.0,0,1,4.0,0,36.0,2,2,1.0,3,1.0,1,1,1,0
877,0,36.0,2,3,3595.0,1,4,4.0,0,0,2.0,2,28.0,0,1,1.0,2,1.0,0,1,1,0
878,1,9.0,2,0,1422.0,1,1,3.0,0,0,2.0,0,27.0,0,2,1.0,3,1.0,1,1,0,0
879,0,30.0,4,3,6742.0,0,3,2.0,0,0,3.0,1,36.0,0,1,2.0,2,1.0,0,1,1,0
880,0,24.0,2,1,7814.0,1,3,3.0,0,0,3.0,2,38.0,0,1,1.0,3,1.0,1,1,1,0
881,0,24.0,2,1,9277.0,0,2,2.0,2,0,4.0,0,48.0,0,2,1.0,2,1.0,1,1,1,0
882,2,30.0,4,0,2181.0,0,4,4.0,0,0,4.0,3,36.0,0,1,2.0,2,1.0,0,1,1,0
883,0,18.0,4,3,1098.0,1,0,4.0,4,0,4.0,2,65.0,0,1,2.0,0,1.0,0,1,1,1
884,2,24.0,2,2,4057.0,1,3,3.0,2,0,3.0,2,43.0,0,1,1.0,2,1.0,1,1,0,0
885,1,12.0,2,6,795.0,1,1,4.0,4,0,4.0,1,53.0,0,1,1.0,2,1.0,0,1,0,1
886,2,24.0,4,9,2825.0,0,3,4.0,0,0,3.0,0,34.0,0,1,2.0,2,2.0,1,1,1,0
887,2,48.0,2,9,15672.0,1,2,2.0,0,0,2.0,2,23.0,0,1,1.0,2,1.0,1,1,0,0
888,0,36.0,4,0,6614.0,1,4,4.0,0,0,4.0,2,34.0,0,1,2.0,3,1.0,1,1,1,0
889,0,28.0,1,1,7824.0,0,1,3.0,0,2,4.0,3,40.0,2,0,2.0,2,2.0,1,1,1,0
890,1,27.0,4,9,2442.0,1,4,4.0,0,0,4.0,2,43.0,1,1,4.0,3,2.0,1,1,1,0
891,0,15.0,4,3,1829.0,1,4,4.0,0,0,4.0,2,46.0,0,1,2.0,2,1.0,1,1,1,0
892,1,12.0,4,0,2171.0,1,2,4.0,0,0,4.0,1,38.0,2,1,2.0,1,1.0,0,0,1,0
893,2,36.0,4,1,5800.0,1,2,3.0,0,0,4.0,2,34.0,0,1,2.0,2,1.0,1,1,1,0
894,0,18.0,4,3,1169.0,0,2,4.0,0,0,3.0,1,29.0,0,1,2.0,2,1.0,1,1,1,0
895,0,36.0,3,1,8947.0,0,3,3.0,0,0,2.0,2,31.0,1,1,1.0,3,2.0,1,1,1,0
896,1,21.0,2,3,2606.0,1,1,4.0,4,0,4.0,1,28.0,0,0,1.0,3,1.0,1,1,1,1
897,0,12.0,4,2,1592.0,4,3,3.0,4,0,2.0,1,35.0,0,1,1.0,2,1.0,0,0,1,1
898,0,15.0,2,2,2186.0,0,3,1.0,4,0,4.0,3,33.0,2,0,1.0,1,1.0,0,1,1,1
899,1,18.0,2,2,4153.0,1,2,2.0,0,1,3.0,2,42.0,0,1,1.0,2,1.0,0,1,0,0
900,1,16.0,4,0,2625.0,1,4,2.0,0,2,4.0,1,43.0,2,0,1.0,2,1.0,1,1,0,0
901,0,20.0,4,0,3485.0,0,1,2.0,2,0,4.0,3,44.0,0,1,2.0,2,1.0,1,1,1,0
902,0,36.0,4,1,10477.0,0,4,2.0,0,0,4.0,0,42.0,0,2,2.0,2,1.0,0,1,1,0
903,0,15.0,2,3,1386.0,0,2,4.0,1,0,2.0,3,40.0,0,0,1.0,2,1.0,1,1,1,0
904,0,24.0,2,3,1278.0,1,4,4.0,0,0,1.0,3,36.0,0,1,1.0,3,1.0,1,1,1,0
905,1,12.0,2,3,1107.0,1,2,2.0,0,0,2.0,3,20.0,0,0,1.0,3,2.0,1,1,1,0
906,1,21.0,2,0,3763.0,0,3,2.0,0,1,2.0,3,24.0,0,1,1.0,1,1.0,0,0,1,0
907,2,36.0,2,6,3711.0,0,2,2.0,1,0,2.0,2,27.0,0,1,1.0,2,1.0,0,1,1,0
908,0,15.0,3,1,3594.0,1,1,1.0,4,0,2.0,1,46.0,0,1,2.0,1,1.0,0,1,1,1
909,2,9.0,2,0,3195.0,0,2,1.0,4,0,2.0,3,33.0,0,1,1.0,1,1.0,0,1,1,1
